,mnist_test_acc,cell,cifar_acc_12,cifar_acc_36,cifar_acc_108
45,0.9341,101111000000111111000 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.7547075152397156,0.9153645634651184,0.9329928159713745
46,0.8985,001010111011100100001 maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.6238982081413269,0.7709335088729858,0.8246194124221802
47,0.9228,100100000111011010111 maxpool3x3 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu,0.7708333134651184,0.8570713400840759,0.8791065812110901
48,0.9016,011001101111111110000 maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv3x3-bn-relu,0.4090544879436493,0.7800480723381042,0.8400440812110901
49,0.928,111011001010010011000 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu,0.5837339758872986,0.8694911599159241,0.9210737347602844
50,0.9318,001010111100111100101 maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.8191105723381042,0.9033453464508057,0.9277844429016113
51,0.927,100111111110011011000 maxpool3x3 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.6439303159713745,0.8770031929016113,0.8928285241127014
52,0.9306,010010001000101110101 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3,0.6092748641967773,0.8590745329856873,0.905348539352417
53,0.8971,011010110011011000000 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.5480769276618958,0.7709335088729858,0.8205128312110901
54,0.9355,100001110001011000101 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu,0.7879607081413269,0.8937299847602844,0.9260817170143127
55,0.9345,000111001100010100101 conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.7927684187889099,0.8959335088729858,0.9348958134651184
56,0.9333,100101001010001000000 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu,0.7992788553237915,0.917067289352417,0.9324919581413269
57,0.922,000011010101110100001 maxpool3x3 maxpool3x3 maxpool3x3 conv1x1-bn-relu maxpool3x3,0.31690704822540283,0.8471554517745972,0.8892227411270142
58,0.9353,110010001001000110110 conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.26372194290161133,0.8651843070983887,0.9273838400840759
59,0.9242,100100111010110000110 maxpool3x3 maxpool3x3 conv3x3-bn-relu maxpool3x3 maxpool3x3,0.5502804517745972,0.8295272588729858,0.8739984035491943
60,0.9347,010100111111001010101 conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.7736378312110901,0.8905248641967773,0.9156650900840759
61,0.9305,111110100110110100010 maxpool3x3 conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.8235176205635071,0.8967347741127014,0.9205729365348816
62,0.9246,110101011111111010010 conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3,0.7267628312110901,0.9022436141967773,0.9299879670143127
63,0.9354,100101011010111000001 conv3x3-bn-relu maxpool3x3 maxpool3x3 maxpool3x3 conv1x1-bn-relu,0.7396835088729858,0.9153645634651184,0.9329928159713745
64,0.9004,010111110110000011001 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu,0.5851362347602844,0.7825520634651184,0.8400440812110901
65,0.9238,101111011110101000100 maxpool3x3 conv1x1-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu,0.6238982081413269,0.8416466116905212,0.8902243375778198
66,0.9313,001110000101110111011 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.8030849099159241,0.9139623641967773,0.9330929517745972
67,0.933,101010101010110011001 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.8273237347602844,0.8903245329856873,0.9186698794364929
68,0.8962,001001100111111110100 conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.6882011294364929,0.8046875,0.8410456776618958
69,0.9281,000010111001010101111 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3,0.7871594429016113,0.870192289352417,0.8829126358032227
70,0.9266,111101110010100100000 maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.6238982081413269,0.8471554517745972,0.8844150900840759
71,0.8963,000001011110001010010 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.6882011294364929,0.8053886294364929,0.8361378312110901
72,0.9306,011011110011001110001 maxpool3x3 maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.7545071840286255,0.8665865659713745,0.920973539352417
73,0.9351,000101101001111010011 conv3x3-bn-relu maxpool3x3 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu,0.7396835088729858,0.9000400900840759,0.9329928159713745
74,0.898,101100000001011101001 conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv3x3-bn-relu,0.5611979365348816,0.7677283883094788,0.8246194124221802
75,0.9332,110011011000001011001 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.5572916865348816,0.8698918223381042,0.9140625
76,0.8983,011001110101001010110 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.5851362347602844,0.7825520634651184,0.8400440812110901
77,0.9317,011011111101100001110 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.5879406929016113,0.856370210647583,0.9056490659713745
78,0.9289,110010000110111101001 conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv3x3-bn-relu,0.854567289352417,0.9142628312110901,0.9329928159713745
79,0.9311,100000110100001011010 conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3,0.7239583134651184,0.8902243375778198,0.9198718070983887
80,0.8983,010101000001111010000 conv3x3-bn-relu conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3,0.4090544879436493,0.7825520634651184,0.8356370329856873
81,0.8995,101011001011110000100 conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 maxpool3x3,0.5330528616905212,0.7825520634651184,0.8356370329856873
82,0.9317,001001110010110011100 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.7992788553237915,0.9000400900840759,0.9329928159713745
83,0.9248,110100010110110011010 conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.7985777258872986,0.9028445482254028,0.9220753312110901
84,0.9241,010000111001111101011 maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.7287660241127014,0.8908253312110901,0.9152644276618958
85,0.9249,101110011110010111000 maxpool3x3 maxpool3x3 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.6586538553237915,0.8615785241127014,0.891526460647583
86,0.9305,100011110111110100110 maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.702223539352417,0.8852163553237915,0.9141626358032227
87,0.8969,011111000111111100001 conv3x3-bn-relu conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu,0.6150841116905212,0.7908653616905212,0.840745210647583
88,0.9222,111001110110001011100 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu,0.45342546701431274,0.8477563858032227,0.8866186141967773
89,0.9301,011110011010000011001 conv1x1-bn-relu maxpool3x3 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu,0.8067908883094788,0.8886218070983887,0.9113581776618958
90,0.9191,110000101010101000101 conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 maxpool3x3,0.1877003163099289,0.7733373641967773,0.8645833134651184
91,0.8929,000011011001110100010 maxpool3x3 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3,0.6882011294364929,0.8046875,0.8359375
92,0.9326,011010100000100011111 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 maxpool3x3,0.47686296701431274,0.8493589758872986,0.9033453464508057
93,0.9375,100111011000110100110 conv3x3-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.6898036599159241,0.9114583134651184,0.9428085088729858
94,0.9358,100111001000010110010 conv3x3-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.7375801205635071,0.9173678159713745,0.9395031929016113
95,0.9265,000101111011110011010 maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.31690704822540283,0.8416466116905212,0.8902243375778198
96,0.9235,111010101010011110110 conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.8305288553237915,0.9090544581413269,0.9223757982254028
97,0.9345,011001010100000100110 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.7292668223381042,0.9098557829856873,0.9306890964508057
98,0.9402,011011100010010100101 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu,0.6959134340286255,0.9136618375778198,0.9373998641967773
99,0.9365,010000010011100100010 conv3x3-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.38942307233810425,0.8698918223381042,0.9223757982254028
100,0.9204,111011001110111111000 maxpool3x3 maxpool3x3 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu,0.44330930709838867,0.8605769276618958,0.8932291865348816
101,0.926,001000010011010101110 maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.8205128312110901,0.9030448794364929,0.9189703464508057
102,0.9328,010110010001111100110 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu maxpool3x3,0.8236178159713745,0.9156650900840759,0.9282852411270142
103,0.9219,110010010001011001111 conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.7996794581413269,0.907151460647583,0.924879789352417
104,0.9213,100101110000111000001 maxpool3x3 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.6346153616905212,0.8256210088729858,0.8711938858032227
105,0.9222,000111101110001100001 conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3 maxpool3x3,0.41877004504203796,0.8471554517745972,0.8892227411270142
106,0.895,001011111110110100000 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.6974158883094788,0.8046875,0.8410456776618958
107,0.8916,000101110010100111001 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu maxpool3x3,0.6882011294364929,0.8053886294364929,0.8359375
108,0.9264,101000100000010101000 maxpool3x3 maxpool3x3 maxpool3x3 maxpool3x3 conv3x3-bn-relu,0.7740384340286255,0.8569711446762085,0.8863180875778198
109,0.9275,001000000000010011001 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu,0.7331730723381042,0.8576722741127014,0.8832131624221802
110,0.9314,110101000010101000101 conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.6931089758872986,0.8960336446762085,0.91796875
111,0.9259999999999999,010000101100101110000 conv3x3-bn-relu maxpool3x3 maxpool3x3 conv3x3-bn-relu maxpool3x3,0.7871594429016113,0.8569711446762085,0.8863180875778198
112,0.8957,001101111000100010000 conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3,0.6882011294364929,0.8047876358032227,0.8410456776618958
113,0.9345,000011000000011101011 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 maxpool3x3 conv3x3-bn-relu,0.7547075152397156,0.9000400900840759,0.9329928159713745
114,0.9345,000101110000001100101 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.6975160241127014,0.9041466116905212,0.9352964758872986
115,0.9356,101111001101101100001 conv3x3-bn-relu conv1x1-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu,0.8336338400840759,0.9223757982254028,0.9378004670143127
116,0.9336,001000010100000111110 maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.7799479365348816,0.8961338400840759,0.9230769276618958
117,0.9281,101001010101110011101 conv1x1-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.47405847907066345,0.8343349099159241,0.9187700152397156
118,0.8968,010110000010000000001 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu,0.5611979365348816,0.7677283883094788,0.8183093070983887
119,0.9261,000111100011000000001 conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu maxpool3x3,0.6238982081413269,0.8416466116905212,0.8902243375778198
120,0.9359,010010101101010100001 maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.7496995329856873,0.9069511294364929,0.9315905570983887
121,0.9312,000110110001101101011 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu conv3x3-bn-relu,0.8312299847602844,0.9122596383094788,0.9292868375778198
122,0.882,001000001100000011101 conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.4329927861690521,0.703125,0.7956730723381042
123,0.9269,000100100101001011110 maxpool3x3 maxpool3x3 conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu,0.7740384340286255,0.870192289352417,0.8863180875778198
124,0.9352,111110100101101000010 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 maxpool3x3 maxpool3x3,0.3817107379436493,0.8818109035491943,0.9136618375778198
125,0.9309,011101010000011111110 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu,0.5908453464508057,0.8875200152397156,0.9292868375778198
126,0.9323,101100101000000010011 maxpool3x3 conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu,0.7912660241127014,0.9009414911270142,0.9253805875778198
127,0.8951,000001110110011011000 conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu conv3x3-bn-relu maxpool3x3,0.688401460647583,0.8047876358032227,0.8359375
128,0.9316,100010000010110101011 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.8355368375778198,0.9122596383094788,0.9328926205635071
129,0.8947,010111000010110010001 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu,0.5847355723381042,0.7972756624221802,0.8409455418586731
130,0.8986,001011011011100100110 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.4577323794364929,0.7331730723381042,0.836838960647583
131,0.8854,010000101011111011000 maxpool3x3 conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.4717548191547394,0.703125,0.7956730723381042
132,0.922,010010000001101001111 maxpool3x3 maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu,0.7878605723381042,0.8831129670143127,0.9030448794364929
133,0.9362,101011111111010100001 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.7151442170143127,0.9133613705635071,0.9352964758872986
134,0.927,000111100011100101010 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu maxpool3x3 conv1x1-bn-relu,0.6238982081413269,0.8499599099159241,0.8844150900840759
135,0.9195,011110010010001001111 conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu conv1x1-bn-relu maxpool3x3,0.6309094429016113,0.8899238705635071,0.9006410241127014
136,0.9279,101001111111110100000 maxpool3x3 conv1x1-bn-relu maxpool3x3 maxpool3x3 conv3x3-bn-relu,0.41877004504203796,0.8471554517745972,0.8902243375778198
137,0.9229,110010010001001000111 conv1x1-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu maxpool3x3,0.7849559187889099,0.8653846383094788,0.8845152258872986
138,0.9254,011101100000011111110 conv1x1-bn-relu conv1x1-bn-relu maxpool3x3 conv3x3-bn-relu conv3x3-bn-relu,0.5969551205635071,0.8923277258872986,0.9102563858032227
139,0.925,011000010011111001101 maxpool3x3 maxpool3x3 conv3x3-bn-relu conv1x1-bn-relu maxpool3x3,0.5080128312110901,0.86328125,0.9036458134651184
140,0.8978,000110011110110101010 conv3x3-bn-relu maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.6238982081413269,0.7677283883094788,0.8246194124221802
141,0.9251,101110110011001101100 conv1x1-bn-relu maxpool3x3 maxpool3x3 maxpool3x3 conv3x3-bn-relu,0.3385416567325592,0.7796474099159241,0.8637820482254028
142,0.9286,001101001110000001001 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu,0.41877004504203796,0.8416466116905212,0.8902243375778198
143,0.9268,101000101111110100100 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu,0.7740384340286255,0.8569711446762085,0.8829126358032227
144,0.8959,111010111011000110100 conv1x1-bn-relu maxpool3x3 conv3x3-bn-relu maxpool3x3 maxpool3x3,0.6238982081413269,0.770432710647583,0.8205128312110901
145,0.9277,100000011110010011010 maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv1x1-bn-relu,0.7541065812110901,0.8846153616905212,0.9019430875778198
146,0.8949,110011100000110101000 conv3x3-bn-relu conv3x3-bn-relu maxpool3x3 conv3x3-bn-relu maxpool3x3,0.6882011294364929,0.8047876358032227,0.8359375
147,0.9309,001001011011001010101 maxpool3x3 maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu maxpool3x3,0.2736378312110901,0.8373397588729858,0.8833132982254028
148,0.9323,101001011000110011000 conv3x3-bn-relu maxpool3x3 conv1x1-bn-relu conv3x3-bn-relu conv3x3-bn-relu,0.7369791865348816,0.9146634340286255,0.9250801205635071
